Run_s	SRA_Sample_s	Sample_Name_s	histological_type_s	is_tumor_s	sex_s	SRA_Study_s
SRR1083892	SRS524860	GTEX-XQ3S-1726-SM-4BOOD	Adrenal Gland	No	male	SRP012682
SRR1083918	SRS524861	GTEX-XGQ4-1026-SM-4AT4L	Adipose Tissue	No	male	SRP012682
SRR1083939	SRS524862	GTEX-TML8-1526-SM-4DXUX	Esophagus	No	female	SRP012682
SRR1083959	SRS524863	GTEX-QDT8-0626-SM-48TYW	Breast	No	female	SRP012682
SRR1083983	SRS524864	GTEX-RTLS-1326-SM-46MUN	Liver	No	female	SRP012682
SRR1084007	SRS524865	GTEX-XMK1-0001-SM-4B64F	Blood	No	male	SRP012682
SRR1084032	SRS524866	GTEX-UJHI-0926-SM-4IHKF	Esophagus	No	female	SRP012682
SRR1084055	SRS524867	GTEX-UPK5-1626-SM-4JBHI	Spleen	No	male	SRP012682
SRR1084079	SRS524868	GTEX-XYKS-1326-SM-4BRUN	Breast	No	female	SRP012682
SRR1084103	SRS524869	GTEX-OHPL-0008-SM-4E3I9	Skin	No	female	SRP012682
SRR1084128	SRS524870	GTEX-XGQ4-0226-SM-4GIDS	Pancreas	No	male	SRP012682
SRR1084154	SRS524871	GTEX-WFG7-1726-SM-4LVME	Small Intestine	No	male	SRP012682
SRR1084180	SRS524872	GTEX-XYKS-0008-SM-4BRW6	Skin	No	female	SRP012682
SRR1084204	SRS524873	GTEX-UJMC-0008-SM-4IHKK	Skin	No	male	SRP012682
SRR1084228	SRS524874	GTEX-T6MO-1226-SM-4DM5S	Vagina	No	female	SRP012682
SRR1084252	SRS524875	GTEX-S7SF-0626-SM-4AD4V	Stomach	No	female	SRP012682
SRR1084276	SRS524876	GTEX-UJMC-0626-SM-4IHJQ	Blood Vessel	No	male	SRP012682
SRR1084299	SRS524877	GTEX-XXEK-1626-SM-4BRUZ	Skin	No	male	SRP012682
SRR1084323	SRS524878	GTEX-X5EB-0526-SM-46MVP	Pancreas	No	male	SRP012682
SRR1084347	SRS524879	GTEX-RWSA-2426-SM-47JXR	Testis	No	male	SRP012682
SRR1084369	SRS524880	GTEX-XV7Q-2926-SM-4BRUL	Muscle	No	female	SRP012682
SRR1084393	SRS524881	GTEX-QLQW-0626-SM-447A6	Esophagus	No	male	SRP012682
SRR1084417	SRS524882	GTEX-U3ZG-0326-SM-47JXN	Muscle	No	male	SRP012682
SRR1084439	SRS524883	GTEX-XGQ4-0008-SM-4AT3Z	Skin	No	male	SRP012682
SRR1084460	SRS524884	GTEX-T8EM-0426-SM-4DM7E	Blood Vessel	No	male	SRP012682
SRR1084484	SRS524885	GTEX-XMD1-0011-R2B-SM-4AT5N	Brain	No	male	SRP012682
SRR1084505	SRS524886	GTEX-W5WG-2026-SM-4LMIB	Colon	No	female	SRP012682
SRR1084529	SRS524887	GTEX-R3RS-1326-SM-48FE7	Esophagus	No	female	SRP012682
SRR1084553	SRS524888	GTEX-T5JW-1526-SM-4DM5E	Uterus	No	female	SRP012682
SRR1084577	SRS524889	GTEX-XPT6-0006-SM-4B66Q	Blood	No	male	SRP012682
SRR1084602	SRS524890	GTEX-XV7Q-0426-SM-4BRVN	Lung	No	female	SRP012682
SRR1084626	SRS524891	GTEX-UJHI-0326-SM-4IHJE	Blood Vessel	No	female	SRP012682
SRR1084649	SRS524892	GTEX-X261-0011-R10B-SM-4E3JT	Brain	No	male	SRP012682
SRR1084674	SRS524893	GTEX-S33H-0326-SM-4AD6N	Breast	No	male	SRP012682
SRR1084698	SRS524894	GTEX-RWS6-0726-SM-47JXI	Esophagus	No	female	SRP012682
SRR1084720	SRS524895	GTEX-XBED-0006-SM-47JXO	Blood	No	male	SRP012682
SRR1084742	SRS524896	GTEX-QDVN-1126-SM-48TZ7	Esophagus	No	male	SRP012682
SRR1084766	SRS524897	GTEX-XXEK-0626-SM-4BRWE	Lung	No	male	SRP012682
SRR1084790	SRS524898	GTEX-TKQ1-1026-SM-4GICL	Skin	No	male	SRP012682
SRR1084816	SRS524899	GTEX-XQ8I-0826-SM-4BOOE	Blood Vessel	No	male	SRP012682
SRR1084842	SRS524900	GTEX-WZTO-0011-R10B-SM-4E3KB	Brain	No	male	SRP012682
SRR1084867	SRS524901	GTEX-O5YU-0008-SM-4E3I7	Skin	No	male	SRP012682
SRR1084892	SRS524902	GTEX-WRHU-1026-SM-4E3ID	Heart	No	female	SRP012682
SRR1084917	SRS524903	GTEX-SNOS-0526-SM-4DM54	Bladder	No	male	SRP012682
SRR1084941	SRS524904	GTEX-T5JC-1826-SM-4DM6E	Esophagus	No	male	SRP012682
SRR1084965	SRS524905	GTEX-XQ8I-0126-SM-4BOPL	Heart	No	male	SRP012682
SRR1084991	SRS524906	GTEX-QESD-0008-SM-447B2	Skin	No	male	SRP012682
SRR1085015	SRS524907	GTEX-X585-0011-R4B-SM-46MVH	Brain	No	male	SRP012682
SRR1085039	SRS524908	GTEX-P4QS-0926-SM-48TBS	Spleen	No	male	SRP012682
SRR1085063	SRS524909	GTEX-SIU7-1326-SM-4BRWW	Esophagus	No	male	SRP012682
SRR1085087	SRS524910	GTEX-UJHI-0126-SM-4IHLP	Spleen	No	female	SRP012682
SRR1085110	SRS524911	GTEX-XBED-1126-SM-48TCF	Esophagus	No	male	SRP012682
SRR1085134	SRS524912	GTEX-XOTO-0226-SM-4B66H	Adipose Tissue	No	male	SRP012682
SRR1085159	SRS524913	GTEX-XUJ4-0326-SM-4BOP9	Blood Vessel	No	female	SRP012682
SRR1085187	SRS524914	GTEX-QESD-0226-SM-447BH	Pancreas	No	male	SRP012682
SRR1085211	SRS524915	GTEX-R53T-1126-SM-48FD4	Esophagus	No	female	SRP012682
SRR1085235	SRS524916	GTEX-QDVN-1326-SM-48TZ3	Colon	No	male	SRP012682
SRR1085259	SRS524917	GTEX-WH7G-1326-SM-4LVMS	Colon	No	male	SRP012682
SRR1085285	SRS524918	GTEX-XPVG-2726-SM-4B66W	Adipose Tissue	No	male	SRP012682
SRR1085310	SRS524919	GTEX-V955-0326-SM-4JBGV	Pancreas	No	male	SRP012682
SRR1085334	SRS524920	GTEX-QEG4-0008-SM-48TYZ	Skin	No	male	SRP012682
SRR1085358	SRS524921	GTEX-U3ZN-0726-SM-4DXT5	Uterus	No	female	SRP012682
SRR1085378	SRS524922	GTEX-XXEK-1026-SM-4BRUW	Small Intestine	No	male	SRP012682
SRR1085402	SRS524923	GTEX-SNMC-0826-SM-4DM66	Bladder	No	male	SRP012682
SRR1085426	SRS524924	GTEX-XXEK-0004-SM-4BRWO	Blood	No	male	SRP012682
SRR1085450	SRS524925	GTEX-XPVG-1526-SM-4B66C	Stomach	No	male	SRP012682
SRR1085475	SRS524926	GTEX-TMMY-0008-SM-4DXU3	Skin	No	female	SRP012682
SRR1085495	SRS524927	GTEX-X4XX-0011-R10B-SM-46MWO	Brain	No	male	SRP012682
SRR1085519	SRS524928	GTEX-X88G-0326-SM-47JZ4	Muscle	No	male	SRP012682
SRR1085541	SRS524929	GTEX-PLZ4-0008-SM-48TE6	Skin	No	female	SRP012682
SRR1085565	SRS524930	GTEX-RU1J-0826-SM-46MUU	Ovary	No	female	SRP012682
SRR1085590	SRS524931	GTEX-R55G-0126-SM-48FDS	Adrenal Gland	No	female	SRP012682
SRR1085614	SRS524932	GTEX-X585-0008-SM-46MU4	Skin	No	male	SRP012682
SRR1085638	SRS524933	GTEX-V1D1-0008-SM-4JBIJ	Skin	No	male	SRP012682
SRR1085662	SRS524934	GTEX-XOTO-0011-R7B-SM-4B64R	Brain	No	male	SRP012682
SRR1085687	SRS524935	GTEX-WRHU-0926-SM-4E3IG	Thyroid	No	female	SRP012682
SRR1085712	SRS524936	GTEX-X62O-1626-SM-46MW9	Blood Vessel	No	male	SRP012682
SRR1085736	SRS524937	GTEX-UJHI-1226-SM-4IHLR	Ovary	No	female	SRP012682
SRR1085759	SRS524938	GTEX-UPIC-1126-SM-4IHLO	Kidney	No	female	SRP012682
SRR1085782	SRS524939	GTEX-XMD1-0011-R9A-SM-4AT49	Brain	No	male	SRP012682
SRR1085803	SRS524940	GTEX-XBED-0008-SM-47JWO	Skin	No	male	SRP012682
SRR1085825	SRS524941	GTEX-XOTO-0011-R3A-SM-4B64W	Brain	No	male	SRP012682
SRR1085850	SRS524942	GTEX-X4XX-0011-R3B-SM-46MWK	Brain	No	male	SRP012682
SRR1085874	SRS524943	GTEX-WFJO-0008-SM-4LVN7	Skin	No	male	SRP012682
SRR1085900	SRS524944	GTEX-XPVG-1426-SM-4B668	Esophagus	No	male	SRP012682
SRR1085925	SRS524945	GTEX-XUJ4-0526-SM-4BOON	Heart	No	female	SRP012682
SRR1085951	SRS524946	GTEX-R53T-0226-SM-48FEH	Adrenal Gland	No	female	SRP012682
SRR1085975	SRS524947	GTEX-XMD1-2926-SM-4AT42	Brain	No	male	SRP012682
SRR1085996	SRS524948	GTEX-SN8G-0226-SM-4DM6B	Adipose Tissue	No	female	SRP012682
SRR1086020	SRS524949	GTEX-XUJ4-2126-SM-4BOOX	Colon	No	female	SRP012682
SRR1086046	SRS524950	GTEX-QLQW-0226-SM-447BJ	Adrenal Gland	No	male	SRP012682
SRR1086070	SRS524951	GTEX-QCQG-0426-SM-48U29	Pancreas	No	female	SRP012682
SRR1086094	SRS524952	GTEX-XLM4-0008-SM-4AT4W	Skin	No	male	SRP012682
SRR1086116	SRS524953	GTEX-R55C-0008-SM-48FCF	Skin	No	male	SRP012682
SRR1086140	SRS524955	GTEX-OOBK-3025-SM-48TBP	Heart	No	male	SRP012682
SRR1086164	SRS524956	GTEX-RM2N-0926-SM-48FD1	Colon	No	male	SRP012682
SRR1086188	SRS524957	GTEX-POYW-0008-SM-48TE4	Skin	No	male	SRP012682
SRR1086212	SRS524958	GTEX-Q734-0726-SM-48TZP	Ovary	No	female	SRP012682
SRR1086236	SRS524959	GTEX-TMMY-1526-SM-4DXST	Bladder	No	female	SRP012682
SRR1086256	SRS524960	GTEX-REY6-1226-SM-48FDR	Liver	No	male	SRP012682
SRR1086280	SRS524961	GTEX-PWOO-0426-SM-48TZF	Blood Vessel	No	female	SRP012682
SRR1086304	SRS524962	GTEX-X8HC-1626-SM-46MWE	Heart	No	female	SRP012682
SRR1086328	SRS524963	GTEX-XGQ4-0004-SM-4AT5S	Blood	No	male	SRP012682
SRR1086349	SRS524964	GTEX-U3ZH-0626-SM-4DXT3	Blood Vessel	No	male	SRP012682
SRR1086369	SRS524965	GTEX-S7SF-0826-SM-4AD4W	Uterus	No	female	SRP012682
SRR1086393	SRS524966	GTEX-QXCU-0926-SM-48FEP	Blood Vessel	No	male	SRP012682
SRR1086417	SRS524967	GTEX-R55F-0226-SM-48FCI	Nerve	No	male	SRP012682
SRR1086441	SRS524968	GTEX-X5EB-1826-SM-4E3K8	Prostate	No	male	SRP012682
SRR1086466	SRS524969	GTEX-RN64-1026-SM-48FDX	Esophagus	No	male	SRP012682
SRR1086490	SRS524970	GTEX-T2IS-0926-SM-4DM5B	Esophagus	No	female	SRP012682
SRR1086514	SRS524971	GTEX-RM2N-1126-SM-48FCY	Prostate	No	male	SRP012682
SRR1086538	SRS524972	GTEX-XMK1-1126-SM-4IHJ8	Breast	No	male	SRP012682
SRR1086561	SRS524973	GTEX-X4XX-0011-R5A-SM-46MWN	Brain	No	male	SRP012682
SRR1086585	SRS524974	GTEX-XUJ4-0004-SM-4BOQE	Blood	No	female	SRP012682
SRR1086611	SRS524975	GTEX-S4Q7-1326-SM-4AD74	Blood Vessel	No	male	SRP012682
SRR1086635	SRS524976	GTEX-XMD1-0011-R8A-SM-4AT48	Brain	No	male	SRP012682
SRR1086656	SRS524977	GTEX-S32W-1226-SM-4AD67	Ovary	No	female	SRP012682
SRR1086680	SRS524978	GTEX-XMD1-2826-SM-4AT5F	Brain	No	male	SRP012682
SRR1086702	SRS524979	GTEX-XUZC-0326-SM-4BOO8	Esophagus	No	female	SRP012682
SRR1086728	SRS524980	GTEX-OOBJ-0526-SM-48TDK	Lung	No	male	SRP012682
SRR1086752	SRS524981	GTEX-U4B1-0926-SM-4DXUV	Esophagus	No	male	SRP012682
SRR1086772	SRS524982	GTEX-S341-1526-SM-4AD6K	Breast	No	female	SRP012682
SRR1086796	SRS524983	GTEX-UJMC-0926-SM-4IHLK	Esophagus	No	male	SRP012682
SRR1086820	SRS524984	GTEX-POYW-1126-SM-48TCI	Blood Vessel	No	male	SRP012682
SRR1086844	SRS524985	GTEX-XPVG-0826-SM-4B654	Heart	No	male	SRP012682
SRR1086869	SRS524986	GTEX-U3ZH-0926-SM-4DXU4	Prostate	No	male	SRP012682
SRR1086889	SRS524987	GTEX-XQ3S-0526-SM-4BOQA	Heart	No	male	SRP012682
SRR1086915	SRS524988	GTEX-U4B1-0526-SM-4DXTK	Spleen	No	male	SRP012682
SRR1086935	SRS524989	GTEX-S4Q7-0126-SM-4AD5P	Spleen	No	male	SRP012682
SRR1086959	SRS524990	GTEX-R55E-0326-SM-48FD2	Blood Vessel	No	male	SRP012682
SRR1086983	SRS524991	GTEX-T5JW-0126-SM-4DM6K	Spleen	No	female	SRP012682
SRR1087007	SRS524992	GTEX-S4Z8-0526-SM-4AD4T	Liver	No	male	SRP012682
SRR1087031	SRS524993	GTEX-X585-0011-R6A-SM-46MVJ	Brain	No	male	SRP012682
SRR1087055	SRS524994	GTEX-RN64-2326-SM-48FDW	Testis	No	male	SRP012682
SRR1087079	SRS524995	GTEX-XBED-2526-SM-47JYD	Nerve	No	male	SRP012682
SRR1087101	SRS524996	GTEX-XQ8I-2026-SM-4BOOL	Stomach	No	male	SRP012682
SRR1087127	SRS524997	GTEX-U8XE-1326-SM-4E3JK	Esophagus	No	male	SRP012682
SRR1087152	SRS524998	GTEX-XLM4-0011-R7A-SM-4AT5L	Brain	No	male	SRP012682
SRR1087173	SRS524999	GTEX-WFG7-0926-SM-4LMK7	Blood Vessel	No	male	SRP012682
SRR1087197	SRS525000	GTEX-P44H-0726-SM-48TBT	Heart	No	male	SRP012682
SRR1087221	SRS525001	GTEX-T2YK-0008-SM-4DM6M	Skin	No	male	SRP012682
SRR1087245	SRS525002	GTEX-TKQ1-1426-SM-4GICK	Muscle	No	male	SRP012682
SRR1087271	SRS525003	GTEX-XQ8I-2326-SM-4BOQC	Colon	No	male	SRP012682
SRR1087297	SRS525004	GTEX-UJMC-0226-SM-4IHLH	Adrenal Gland	No	male	SRP012682
SRR1087321	SRS525005	GTEX-RM2N-1926-SM-48FCU	Liver	No	male	SRP012682
SRR1087345	SRS525006	GTEX-PVOW-0008-SM-48TE8	Skin	No	male	SRP012682
SRR1087369	SRS525007	GTEX-P4PQ-0008-SM-48TDX	Skin	No	male	SRP012682
SRR1087393	SRS525008	GTEX-VUSH-0008-SM-47JWK	Skin	No	male	SRP012682
SRR1087415	SRS525009	GTEX-QEG5-1226-SM-447AR	Blood Vessel	No	male	SRP012682
SRR1087439	SRS525010	GTEX-P4QR-0008-SM-48TE2	Skin	No	male	SRP012682
SRR1087463	SRS525011	GTEX-PX3G-2526-SM-48TZV	Vagina	No	female	SRP012682
SRR1087487	SRS525012	GTEX-SUCS-0006-SM-4DM59	Blood	No	male	SRP012682
SRR1087511	SRS525013	GTEX-PWOO-0326-SM-48TDB	Adrenal Gland	No	female	SRP012682
SRR1087535	SRS525014	GTEX-T8EM-0126-SM-4DM5R	Testis	No	male	SRP012682
SRR1087559	SRS525015	GTEX-XQ3S-0926-SM-4BOPI	Lung	No	male	SRP012682
SRR1087585	SRS525016	GTEX-XLM4-0004-SM-4AT5I	Blood	No	male	SRP012682
SRR1087606	SRS525017	GTEX-S33H-1326-SM-4AD6A	Adrenal Gland	No	male	SRP012682
SRR1087630	SRS525018	GTEX-T6MO-0008-SM-4DM6T	Skin	No	female	SRP012682
SRR1087654	SRS525019	GTEX-XQ8I-0006-SM-4BOQ5	Blood	No	male	SRP012682
SRR1087680	SRS525020	GTEX-UPK5-2026-SM-4JBIM	Small Intestine	No	male	SRP012682
SRR1087704	SRS525021	GTEX-S4Q7-0826-SM-4AD5E	Colon	No	male	SRP012682
SRR1087728	SRS525022	GTEX-XV7Q-0926-SM-4BRVQ	Pancreas	No	female	SRP012682
SRR1087752	SRS525023	GTEX-SNMC-1126-SM-4DM5M	Colon	No	male	SRP012682
SRR1087776	SRS525024	GTEX-OIZG-0008-SM-4E3J2	Skin	No	male	SRP012682
SRR1087801	SRS525025	GTEX-XYKS-1426-SM-4BRUO	Skin	No	female	SRP012682
SRR1087825	SRS525026	GTEX-X4XY-0626-SM-4E3IN	Muscle	No	male	SRP012682
SRR1087850	SRS525027	GTEX-X8HC-0126-SM-4E3JW	Skin	No	female	SRP012682
SRR1087875	SRS525028	GTEX-R55E-1126-SM-48FDZ	Blood Vessel	No	male	SRP012682
SRR1087942	SRS525064	GTEX-XUZC-0526-SM-4BOPF	Esophagus	No	female	SRP012682
SRR1087968	SRS525065	GTEX-SUCS-0008-SM-4DM53	Skin	No	male	SRP012682
SRR1087992	SRS525066	GTEX-V1D1-0526-SM-4JBGW	Heart	No	male	SRP012682
SRR1088016	SRS525067	GTEX-Q2AG-0008-SM-48U2K	Skin	No	female	SRP012682
SRR1088044	SRS525068	GTEX-V1D1-0926-SM-4JBHQ	Thyroid	No	male	SRP012682
SRR1088068	SRS525073	GTEX-U8T8-1226-SM-4E3IH	Stomach	No	male	SRP012682
SRR1088093	SRS525074	GTEX-S341-0526-SM-4AD5U	Esophagus	No	female	SRP012682
SRR1088117	SRS525075	GTEX-S95S-0826-SM-4B64N	Stomach	No	male	SRP012682
SRR1088142	SRS525076	GTEX-XQ3S-0626-SM-4BOOB	Heart	No	male	SRP012682
SRR1088168	SRS525077	GTEX-XAJ8-0006-SM-46MVM	Blood	No	male	SRP012682
SRR1088192	SRS525078	GTEX-N7MS-0008-SM-4E3JI	Skin	No	male	SRP012682
SRR1088217	SRS525079	GTEX-Q2AH-0326-SM-48U1K	Blood Vessel	No	male	SRP012682
SRR1088241	SRS525080	GTEX-WH7G-1926-SM-4LVMM	Testis	No	male	SRP012682
SRR1088267	SRS525081	GTEX-T2IS-0826-SM-4DM6L	Esophagus	No	female	SRP012682
SRR1088291	SRS525082	GTEX-S95S-0726-SM-4B64H	Pancreas	No	male	SRP012682
SRR1088316	SRS525083	GTEX-OXRP-0126-SM-48TDI	Skin	No	female	SRP012682
SRR1088340	SRS525084	GTEX-XPT6-0226-SM-4B65L	Heart	No	male	SRP012682
SRR1088365	SRS525085	GTEX-SUCS-0526-SM-4DM56	Adrenal Gland	No	male	SRP012682
SRR1088389	SRS525086	GTEX-X585-0011-R1B-SM-46MVE	Brain	No	male	SRP012682
SRR1088413	SRS525087	GTEX-SE5C-0326-SM-4BRWX	Pancreas	No	female	SRP012682
SRR1088437	SRS525088	GTEX-QV44-2226-SM-447A3	Blood Vessel	No	male	SRP012682
SRR1088461	SRS525089	GTEX-XUJ4-0126-SM-4BOP7	Adrenal Gland	No	female	SRP012682
SRR1088487	SRS525090	GTEX-T8EM-0626-SM-4DM62	Esophagus	No	male	SRP012682
SRR1088511	SRS525091	GTEX-WH7G-1026-SM-4LVML	Esophagus	No	male	SRP012682
SRR1088537	SRS525092	GTEX-TMMY-1326-SM-4DXU9	Pancreas	No	female	SRP012682
SRR1088557	SRS525093	GTEX-RM2N-0726-SM-48FD5	Esophagus	No	male	SRP012682
SRR1088581	SRS525094	GTEX-X8HC-0526-SM-4E3JA	Muscle	No	female	SRP012682
SRR1088606	SRS525095	GTEX-U8XE-1026-SM-4E3HM	Blood Vessel	No	male	SRP012682
SRR1088631	SRS525096	GTEX-U8XE-0008-SM-4E3K4	Skin	No	male	SRP012682
SRR1088656	SRS525097	GTEX-R55E-0008-SM-48FCG	Skin	No	male	SRP012682
SRR1088680	SRS525098	GTEX-WH7G-1526-SM-4LVMX	Stomach	No	male	SRP012682
SRR1088706	SRS525099	GTEX-XQ8I-0726-SM-4BOPU	Nerve	No	male	SRP012682
SRR1088734	SRS525100	GTEX-XV7Q-0726-SM-4BRV6	Heart	No	female	SRP012682
SRR1088758	SRS525101	GTEX-S32W-0926-SM-4AD5X	Esophagus	No	female	SRP012682
SRR1088782	SRS525102	GTEX-XUJ4-1226-SM-4BOPD	Stomach	No	female	SRP012682
SRR1088808	SRS525103	GTEX-W5WG-1426-SM-4KKZP	Thyroid	No	female	SRP012682
SRR1088832	SRS525104	GTEX-S341-1126-SM-4AD6T	Cervix Uteri	No	female	SRP012682
SRR1088856	SRS525105	GTEX-RWS6-1026-SM-47JXD	Ovary	No	female	SRP012682
SRR1088878	SRS525106	GTEX-XUZC-0726-SM-4BOPH	Stomach	No	female	SRP012682
SRR1088904	SRS525107	GTEX-X4XY-0226-SM-4E3IZ	Skin	No	male	SRP012682
SRR1088934	SRS525113	GTEX-V1D1-1226-SM-4JBI5	Esophagus	No	male	SRP012682
SRR1088958	SRS525114	GTEX-T5JC-0326-SM-4DM5C	Blood Vessel	No	male	SRP012682
SRR1088982	SRS525115	GTEX-P4QT-0008-SM-48TDZ	Skin	No	female	SRP012682
SRR1089006	SRS525116	GTEX-Q2AG-0926-SM-48U1Q	Blood Vessel	No	female	SRP012682
SRR1089030	SRS525117	GTEX-S341-0426-SM-4AD5L	Esophagus	No	female	SRP012682
SRR1089054	SRS525118	GTEX-R55F-0008-SM-48FE6	Skin	No	male	SRP012682
SRR1089078	SRS525119	GTEX-XQ3S-1226-SM-4BOPP	Esophagus	No	male	SRP012682
SRR1089106	SRS525120	GTEX-TSE9-2526-SM-4DXUS	Vagina	No	female	SRP012682
SRR1089134	SRS525129	GTEX-PWOO-1726-SM-48TDC	Ovary	No	female	SRP012682
SRR1089158	SRS525130	K-562-SM-4B66B	Bone Marrow	Yes	female	SRP012682
SRR1089183	SRS525131	GTEX-X4XX-0008-SM-46MVK	Skin	No	male	SRP012682
SRR1089207	SRS525132	GTEX-UJMC-1326-SM-4IHLS	Colon	No	male	SRP012682
SRR1089230	SRS525133	GTEX-O5YT-0926-SM-48TDG	Spleen	No	male	SRP012682
SRR1089349	SRS525134	GTEX-XQ8I-0426-SM-4BOPO	Skin	No	male	SRP012682
SRR1089375	SRS525135	GTEX-SNMC-0226-SM-4DM6F	Blood Vessel	No	male	SRP012682
SRR1089399	SRS525136	GTEX-XOTO-0006-SM-4B64T	Blood	No	male	SRP012682
SRR1089424	SRS525137	GTEX-XAJ8-1026-SM-47JY9	Muscle	No	male	SRP012682
SRR1089446	SRS525138	GTEX-UPIC-0926-SM-4IHLV	Liver	No	female	SRP012682
SRR1089479	SRS525139	GTEX-REY6-1726-SM-48FDL	Adrenal Gland	No	male	SRP012682
SRR1089504	SRS525140	GTEX-RN64-1626-SM-48FD7	Kidney	No	male	SRP012682
SRR1089537	SRS525141	GTEX-S33H-1226-SM-4AD69	Pancreas	No	male	SRP012682
SRR1089562	SRS525151	GTEX-S4UY-1426-SM-4AD6Y	Cervix Uteri	No	female	SRP012682
SRR1089595	SRS525164	GTEX-Q734-0008-SM-48U2I	Skin	No	female	SRP012682
SRR1089619	SRS525170	GTEX-XV7Q-1726-SM-4BRUU	Adipose Tissue	No	female	SRP012682
SRR1089643	SRS525172	GTEX-XBED-2026-SM-4AT5D	Testis	No	male	SRP012682
SRR1089664	SRS525174	GTEX-N7MT-0326-SM-48TDP	Esophagus	No	female	SRP012682
SRR1089688	SRS525175	GTEX-R53T-0426-SM-48FEM	Pancreas	No	female	SRP012682
SRR1089713	SRS525176	GTEX-S3XE-0226-SM-4AD6I	Blood Vessel	No	male	SRP012682
SRR1089737	SRS525177	GTEX-V955-1326-SM-4JBHR	Stomach	No	male	SRP012682
SRR1089761	SRS525178	GTEX-X8HC-2826-SM-46MWJ	Vagina	No	female	SRP012682
SRR1089785	SRS525179	GTEX-OXRN-2626-SM-48TBX	Pituitary	No	male	SRP012682
SRR1089809	SRS525180	GTEX-SN8G-1526-SM-4DM79	Thyroid	No	female	SRP012682
SRR1089833	SRS525181	GTEX-TSE9-2726-SM-4DXSQ	Cervix Uteri	No	female	SRP012682
SRR1089853	SRS525182	GTEX-S4P3-0526-SM-4AD58	Esophagus	No	female	SRP012682
SRR1089877	SRS525183	K-562-SM-48FEU	Bone Marrow	Yes	female	SRP012682
SRR1089901	SRS525184	GTEX-XPT6-2026-SM-4B64V	Muscle	No	male	SRP012682
SRR1089926	SRS525185	GTEX-XXEK-1326-SM-4BRV1	Thyroid	No	male	SRP012682
SRR1089950	SRS525186	GTEX-VUSG-1526-SM-4KKZH	Adrenal Gland	No	male	SRP012682
SRR1089974	SRS525187	GTEX-X4XY-0526-SM-46MW1	Blood Vessel	No	male	SRP012682
SRR1089998	SRS525188	GTEX-QCQG-0626-SM-48U21	Esophagus	No	female	SRP012682
SRR1090022	SRS525189	GTEX-WEY5-1526-SM-4LMJF	Small Intestine	No	female	SRP012682
SRR1090046	SRS525190	GTEX-R53T-1526-SM-48FEK	Breast	No	female	SRP012682
SRR1090070	SRS525191	GTEX-XOT4-0326-SM-4B66S	Nerve	No	female	SRP012682
SRR1090095	SRS525192	GTEX-RNOR-1426-SM-48FDJ	Liver	No	female	SRP012682
SRR1090119	SRS525193	GTEX-XUW1-1926-SM-4BOP1	Colon	No	female	SRP012682
SRR1090145	SRS525194	GTEX-RWS6-0426-SM-47JXH	Blood Vessel	No	female	SRP012682
SRR1090167	SRS525195	GTEX-WFJO-0726-SM-4LVM8	Esophagus	No	male	SRP012682
SRR1090193	SRS525196	GTEX-R45C-0008-SM-48FF2	Skin	No	female	SRP012682
SRR1090217	SRS525197	GTEX-V1D1-2626-SM-4JBJH	Blood Vessel	No	male	SRP012682
SRR1090241	SRS525198	GTEX-SNMC-0426-SM-4DM5Y	Esophagus	No	male	SRP012682
SRR1090265	SRS525199	GTEX-XOT4-0526-SM-4B66O	Muscle	No	female	SRP012682
SRR1090290	SRS525200	GTEX-TSE9-1226-SM-4DXTM	Esophagus	No	female	SRP012682
SRR1090310	SRS525201	GTEX-RU72-0826-SM-46MUS	Esophagus	No	female	SRP012682
SRR1090334	SRS525202	GTEX-S341-1426-SM-4AD6U	Colon	No	female	SRP012682
SRR1090359	SRS525203	GTEX-PWO3-1526-SM-48TCM	Skin	No	female	SRP012682
SRR1090383	SRS525204	GTEX-XUZC-1326-SM-4BRV2	Colon	No	female	SRP012682
SRR1090407	SRS525205	GTEX-R55C-1626-SM-48FEG	Adipose Tissue	No	male	SRP012682
SRR1090431	SRS525206	GTEX-XUW1-1826-SM-4BOQD	Colon	No	female	SRP012682
SRR1090457	SRS525207	GTEX-WFJO-0926-SM-4LVM2	Small Intestine	No	male	SRP012682
SRR1090483	SRS525208	GTEX-XPVG-0726-SM-4B658	Heart	No	male	SRP012682
SRR1090508	SRS525209	GTEX-U3ZG-0006-SM-47JWX	Blood	No	male	SRP012682
SRR1090530	SRS525210	GTEX-XQ3S-1526-SM-4BOOC	Skin	No	male	SRP012682
SRR1090556	SRS525211	GTEX-RU72-1426-SM-46MUF	Liver	No	female	SRP012682
SRR1090580	SRS525212	GTEX-VJYA-0226-SM-4KL1Q	Blood Vessel	No	male	SRP012682
SRR1090604	SRS525213	GTEX-RUSQ-2126-SM-47JXK	Testis	No	male	SRP012682
SRR1090626	SRS525214	GTEX-RU1J-1326-SM-46MUL	Colon	No	female	SRP012682
SRR1090650	SRS525215	GTEX-QDVN-1926-SM-48TZ8	Testis	No	male	SRP012682
SRR1090674	SRS525216	GTEX-R55D-0826-SM-48FEA	Breast	No	male	SRP012682
SRR1090698	SRS525217	GTEX-S341-0726-SM-4AD5R	Ovary	No	female	SRP012682
SRR1090722	SRS525218	GTEX-REY6-0126-SM-48FDT	Testis	No	male	SRP012682
