# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-t" "gene" "-f" "-a" "databases/GenomeReference_hg38/annotation/Homo_sapiens.GRCh38.77.gtf" "-o" "databases/gtex_files/brain/SRR598253/counts/SRR598253_counts.txt" "databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam
ENSG00000231573	CHR_HSCHR6_MHC_SSTO_CTG1	33389703	33395155	+	5453	0
ENSG00000236014	CHR_HSCHR6_MHC_SSTO_CTG1	33390441	33412193	-	21753	0
ENSG00000227794	CHR_HSCHR6_MHC_SSTO_CTG1	33412156	33415676	+	3521	0
ENSG00000229396	CHR_HSCHR6_MHC_SSTO_CTG1	33469139	33469421	-	283	0
ENSG00000226538	CHR_HSCHR6_MHC_SSTO_CTG1	33529535	33529636	-	102	0
ENSG00000233450	CHR_HSCHR6_MHC_SSTO_CTG1	33531696	33550087	+	18392	0
ENSG00000232733	CHR_HSCHR6_MHC_SSTO_CTG1	33540223	33540720	-	498	0
ENSG00000225553	CHR_HSCHR6_MHC_SSTO_CTG1	33550562	33556643	+	6082	0
ENSG00000226492	CHR_HSCHR6_MHC_SSTO_CTG1	33556632	33558507	-	1876	0
ENSG00000227460	CHR_HSCHR6_MHC_SSTO_CTG1	33560260	33593877	+	33618	0
ENSG00000266856	CHR_HSCHR6_MHC_SSTO_CTG1	33578521	33578627	+	107	0
ENSG00000236515	CHR_HSCHR6_MHC_SSTO_CTG1	33594767	33597736	+	2970	0
ENSG00000235668	CHR_HSCHR6_MHC_MCF_CTG1	28837874	28839011	-	1138	0
ENSG00000234966	CHR_HSCHR6_MHC_MCF_CTG1	28859629	28863351	-	3723	0
ENSG00000234904	CHR_HSCHR6_MHC_MCF_CTG1	28861420	28862051	+	632	0
ENSG00000232017	CHR_HSCHR6_MHC_MCF_CTG1	28888999	28890073	-	1075	0
ENSG00000236835	CHR_HSCHR6_MHC_MCF_CTG1	28896693	28897483	+	791	0
ENSG00000233948	CHR_HSCHR6_MHC_MCF_CTG1	28903164	28924151	-	20988	0
ENSG00000263598	CHR_HSCHR6_MHC_MCF_CTG1	28915807	28915906	+	100	0
ENSG00000237313	CHR_HSCHR6_MHC_MCF_CTG1	28944039	28944699	+	661	0
ENSG00000225567	CHR_HSCHR6_MHC_MCF_CTG1	29026834	29027761	-	928	0
ENSG00000228977	CHR_HSCHR6_MHC_MCF_CTG1	29044362	29045389	-	1028	0
ENSG00000274733	CHR_HSCHR6_MHC_MCF_CTG1	29064147	29076673	+	12527	0
ENSG00000228635	CHR_HSCHR6_MHC_MCF_CTG1	29071973	29072748	-	776	0
ENSG00000238070	CHR_HSCHR6_MHC_MCF_CTG1	29076722	29077317	-	596	0
ENSG00000233687	CHR_HSCHR6_MHC_MCF_CTG1	29086444	29087450	-	1007	0
ENSG00000226931	CHR_HSCHR6_MHC_MCF_CTG1	29100753	29102025	+	1273	0
ENSG00000230855	CHR_HSCHR6_MHC_MCF_CTG1	29111956	29182651	+	70696	0
ENSG00000228698	CHR_HSCHR6_MHC_MCF_CTG1	29138023	29138959	-	937	0
ENSG00000196231	CHR_HSCHR6_MHC_MCF_CTG1	29173447	29174718	+	1272	0
ENSG00000220379	CHR_HSCHR6_MHC_MCF_CTG1	29181658	29182593	+	936	0
ENSG00000265947	CHR_HSCHR6_MHC_MCF_CTG1	29201922	29201988	+	67	0
ENSG00000233182	CHR_HSCHR6_MHC_MCF_CTG1	29215392	29216335	+	944	0
ENSG00000224633	CHR_HSCHR6_MHC_MCF_CTG1	29290867	29291809	+	943	0
ENSG00000112459	CHR_HSCHR6_MHC_MCF_CTG1	29306920	29307885	+	966	0
ENSG00000232435	CHR_HSCHR6_MHC_MCF_CTG1	29329857	29331292	-	1436	0
ENSG00000112461	CHR_HSCHR6_MHC_MCF_CTG1	29355463	29431743	-	76281	0
ENSG00000204692	CHR_HSCHR6_MHC_MCF_CTG1	29373343	29449876	-	76534	0
ENSG00000204690	CHR_HSCHR6_MHC_MCF_CTG1	29396336	29397404	+	1069	0
ENSG00000249571	CHR_HSCHR6_MHC_MCF_CTG1	29417055	29418001	+	947	0
ENSG00000206472	CHR_HSCHR6_MHC_MCF_CTG1	29425279	29456852	-	31574	0
ENSG00000204689	CHR_HSCHR6_MHC_MCF_CTG1	29439082	29440753	+	1672	0
ENSG00000206471	CHR_HSCHR6_MHC_MCF_CTG1	29456962	29464109	+	7148	0
ENSG00000234856	CHR_HSCHR6_MHC_MCF_CTG1	29464377	29469587	-	5211	0
ENSG00000227668	CHR_HSCHR6_MHC_MCF_CTG1	29474806	29475852	-	1047	0
ENSG00000206470	CHR_HSCHR6_MHC_MCF_CTG1	29486547	29487683	-	1137	0
ENSG00000223376	CHR_HSCHR6_MHC_MCF_CTG1	29489052	29489457	-	406	0
ENSG00000227886	CHR_HSCHR6_MHC_MCF_CTG1	29497291	29510338	+	13048	0
ENSG00000233857	CHR_HSCHR6_MHC_MCF_CTG1	29529209	29533357	+	4149	0
ENSG00000228993	CHR_HSCHR6_MHC_MCF_CTG1	29537493	29538576	-	1084	0
ENSG00000232049	CHR_HSCHR6_MHC_MCF_CTG1	29553030	29553977	+	948	0
ENSG00000206468	CHR_HSCHR6_MHC_MCF_CTG1	29555423	29559736	-	4314	0
ENSG00000206466	CHR_HSCHR6_MHC_MCF_CTG1	29555423	29632960	-	77538	0
ENSG00000223853	CHR_HSCHR6_MHC_MCF_CTG1	29573709	29574636	+	928	0
ENSG00000224293	CHR_HSCHR6_MHC_MCF_CTG1	29577260	29577549	+	290	0
ENSG00000265013	CHR_HSCHR6_MHC_MCF_CTG1	29582051	29582134	+	84	0
ENSG00000231190	CHR_HSCHR6_MHC_MCF_CTG1	29582310	29582827	+	518	0
ENSG00000206467	CHR_HSCHR6_MHC_MCF_CTG1	29587257	29588840	+	1584	0
ENSG00000230888	CHR_HSCHR6_MHC_MCF_CTG1	29635855	29636138	-	284	0
ENSG00000232641	CHR_HSCHR6_MHC_MCF_CTG1	29656787	29672153	+	15367	0
ENSG00000223858	CHR_HSCHR6_MHC_MCF_CTG1	29672173	29680888	-	8716	0
ENSG00000236926	CHR_HSCHR6_MHC_MCF_CTG1	29707877	29708299	-	423	0
ENSG00000234487	CHR_HSCHR6_MHC_MCF_CTG1	29719887	29799293	+	79407	0
ENSG00000249663	CHR_HSCHR6_MHC_MCF_CTG1	29720114	29721104	-	991	0
ENSG00000228491	CHR_HSCHR6_MHC_MCF_CTG1	29738863	29746102	-	7240	0
ENSG00000243430	CHR_HSCHR6_MHC_MCF_CTG1	29742604	29746182	-	3579	0
ENSG00000228202	CHR_HSCHR6_MHC_MCF_CTG1	29745422	29745646	+	225	0
ENSG00000264646	CHR_HSCHR6_MHC_MCF_CTG1	29747504	29747605	+	102	0
ENSG00000233298	CHR_HSCHR6_MHC_MCF_CTG1	29747862	29748281	-	420	0
ENSG00000229194	CHR_HSCHR6_MHC_MCF_CTG1	29787918	29794690	+	6773	0
ENSG00000224564	CHR_HSCHR6_MHC_MCF_CTG1	29788811	29789808	-	998	0
ENSG00000259930	CHR_HSCHR6_MHC_MCF_CTG1	29797294	29799302	+	2009	0
ENSG00000233982	CHR_HSCHR6_MHC_MCF_CTG1	29800074	29800870	-	797	0
ENSG00000233592	CHR_HSCHR6_MHC_MCF_CTG1	29809446	29809577	-	132	0
ENSG00000237216	CHR_HSCHR6_MHC_MCF_CTG1	29823845	29828003	+	4159	0
ENSG00000232122	CHR_HSCHR6_MHC_MCF_CTG1	29824263	29825242	-	980	0
ENSG00000234364	CHR_HSCHR6_MHC_MCF_CTG1	29849214	29849342	-	129	0
ENSG00000225120	CHR_HSCHR6_MHC_MCF_CTG1	29878546	29879514	-	969	0
ENSG00000227715	CHR_HSCHR6_MHC_MCF_CTG1	29878861	30088423	+	209563	0
ENSG00000247700	CHR_HSCHR6_MHC_MCF_CTG1	29879004	29881726	+	2723	0
ENSG00000237098	CHR_HSCHR6_MHC_MCF_CTG1	29887810	29888941	+	1132	0
ENSG00000236265	CHR_HSCHR6_MHC_MCF_CTG1	29897781	29898147	+	367	0
ENSG00000232649	CHR_HSCHR6_MHC_MCF_CTG1	29899020	29899882	-	863	0
ENSG00000228921	CHR_HSCHR6_MHC_MCF_CTG1	30021043	30021554	-	512	0
ENSG00000274946	CHR_HSCHR6_MHC_MCF_CTG1	30022907	30023005	+	99	0
ENSG00000236746	CHR_HSCHR6_MHC_MCF_CTG1	30035070	30037031	+	1962	0
ENSG00000235600	CHR_HSCHR6_MHC_MCF_CTG1	30049251	30050914	-	1664	0
ENSG00000234599	CHR_HSCHR6_MHC_MCF_CTG1	30053572	30056871	+	3300	0
ENSG00000227389	CHR_HSCHR6_MHC_MCF_CTG1	30071672	30072068	+	397	0
ENSG00000236113	CHR_HSCHR6_MHC_MCF_CTG1	30072900	30073777	-	878	0
ENSG00000232691	CHR_HSCHR6_MHC_MCF_CTG1	30079474	30140140	-	60667	0
ENSG00000223892	CHR_HSCHR6_MHC_MCF_CTG1	30084584	30085579	-	996	0
ENSG00000226586	CHR_HSCHR6_MHC_MCF_CTG1	30085046	30088419	+	3374	0
ENSG00000228765	CHR_HSCHR6_MHC_MCF_CTG1	30110194	30111484	+	1291	0
ENSG00000278347	CHR_HSCHR6_MHC_MCF_CTG1	30114397	30114464	+	68	0
ENSG00000276640	CHR_HSCHR6_MHC_MCF_CTG1	30136615	30136690	+	76	0
ENSG00000236808	CHR_HSCHR6_MHC_MCF_CTG1	30137399	30143406	+	6008	0
ENSG00000276594	CHR_HSCHR6_MHC_MCF_CTG1	30139580	30139683	+	104	0
ENSG00000237403	CHR_HSCHR6_MHC_MCF_CTG1	30145206	30148830	+	3625	0
ENSG00000230332	CHR_HSCHR6_MHC_MCF_CTG1	30148763	30154384	-	5622	0
ENSG00000264003	CHR_HSCHR6_MHC_MCF_CTG1	30167318	30167450	-	133	0
ENSG00000223531	CHR_HSCHR6_MHC_MCF_CTG1	30181379	30191586	-	10208	0
ENSG00000225038	CHR_HSCHR6_MHC_MCF_CTG1	30183722	30193204	+	9483	0
ENSG00000263517	CHR_HSCHR6_MHC_MCF_CTG1	30211301	30211463	-	163	0
ENSG00000236399	CHR_HSCHR6_MHC_MCF_CTG1	30214604	30227224	+	12621	0
ENSG00000229381	CHR_HSCHR6_MHC_MCF_CTG1	30230427	30239418	-	8992	0
ENSG00000235905	CHR_HSCHR6_MHC_MCF_CTG1	30241686	30251176	+	9491	0
ENSG00000231641	CHR_HSCHR6_MHC_MCF_CTG1	30262891	30291774	-	28884	0
ENSG00000234574	CHR_HSCHR6_MHC_MCF_CTG1	30265236	30267045	-	1810	0
ENSG00000230887	CHR_HSCHR6_MHC_MCF_CTG1	30493160	30497764	+	4605	0
ENSG00000225201	CHR_HSCHR6_MHC_MCF_CTG1	30567869	30572668	+	4800	0
ENSG00000234057	CHR_HSCHR6_MHC_MCF_CTG1	30594716	30597667	+	2952	0
ENSG00000228581	CHR_HSCHR6_MHC_MCF_CTG1	30619830	30635627	-	15798	0
ENSG00000233564	CHR_HSCHR6_MHC_MCF_CTG1	30635339	30642176	+	6838	0
ENSG00000236342	CHR_HSCHR6_MHC_MCF_CTG1	30649829	30675633	+	25805	0
ENSG00000266871	CHR_HSCHR6_MHC_MCF_CTG1	30662765	30662878	+	114	0
ENSG00000235291	CHR_HSCHR6_MHC_MCF_CTG1	30678854	30697067	-	18214	0
ENSG00000265446	CHR_HSCHR6_MHC_MCF_CTG1	30694684	30694760	-	77	0
ENSG00000229861	CHR_HSCHR6_MHC_MCF_CTG1	30696164	30704850	+	8687	0
ENSG00000231257	CHR_HSCHR6_MHC_MCF_CTG1	30705297	30725280	+	19984	0
ENSG00000227655	CHR_HSCHR6_MHC_MCF_CTG1	30712087	30712353	+	267	0
ENSG00000224120	CHR_HSCHR6_MHC_MCF_CTG1	30725496	30731566	+	6071	0
ENSG00000265290	CHR_HSCHR6_MHC_MCF_CTG1	30727123	30727216	+	94	0
ENSG00000231377	CHR_HSCHR6_MHC_MCF_CTG1	30731576	30751521	-	19946	0
ENSG00000225060	CHR_HSCHR6_MHC_MCF_CTG1	30754873	30766379	-	11507	0
ENSG00000274960	CHR_HSCHR6_MHC_MCF_CTG1	30763280	30763376	+	97	0
ENSG00000234809	CHR_HSCHR6_MHC_MCF_CTG1	30766531	30769904	-	3374	0
ENSG00000229575	CHR_HSCHR6_MHC_MCF_CTG1	30775289	30776018	-	730	0
ENSG00000237095	CHR_HSCHR6_MHC_MCF_CTG1	30778290	30796371	-	18082	0
ENSG00000233883	CHR_HSCHR6_MHC_MCF_CTG1	30781550	30791666	+	10117	0
ENSG00000229684	CHR_HSCHR6_MHC_MCF_CTG1	30798683	30803908	+	5226	0
ENSG00000224740	CHR_HSCHR6_MHC_MCF_CTG1	30806191	30820021	-	13831	0
ENSG00000266523	CHR_HSCHR6_MHC_MCF_CTG1	30814786	30814896	-	111	0
ENSG00000224862	CHR_HSCHR6_MHC_MCF_CTG1	30918008	30926645	-	8638	0
ENSG00000265633	CHR_HSCHR6_MHC_MCF_CTG1	30942815	30943117	+	303	0
ENSG00000227422	CHR_HSCHR6_MHC_MCF_CTG1	30945549	30954477	-	8929	0
ENSG00000223680	CHR_HSCHR6_MHC_MCF_CTG1	30959531	30970646	+	11116	0
ENSG00000263559	CHR_HSCHR6_MHC_MCF_CTG1	30969439	30969528	+	90	0
ENSG00000234370	CHR_HSCHR6_MHC_MCF_CTG1	30986738	30992660	+	5923	0
ENSG00000234032	CHR_HSCHR6_MHC_MCF_CTG1	30986796	31005022	+	18227	0
ENSG00000237814	CHR_HSCHR6_MHC_MCF_CTG1	31009891	31010713	-	823	0
ENSG00000264847	CHR_HSCHR6_MHC_MCF_CTG1	31011157	31011248	-	92	0
ENSG00000257232	CHR_HSCHR6_MHC_MCF_CTG1	31019512	31029672	+	10161	0
ENSG00000228448	CHR_HSCHR6_MHC_MCF_CTG1	31024520	31024900	-	381	0
ENSG00000227506	CHR_HSCHR6_MHC_MCF_CTG1	31062263	31068453	+	6191	0
ENSG00000227132	CHR_HSCHR6_MHC_MCF_CTG1	31089020	31113948	+	24929	0
ENSG00000225629	CHR_HSCHR6_MHC_MCF_CTG1	31132604	31138399	+	5796	0
ENSG00000263474	CHR_HSCHR6_MHC_MCF_CTG1	31161534	31161633	+	100	0
ENSG00000224105	CHR_HSCHR6_MHC_MCF_CTG1	31189747	31191083	-	1337	0
ENSG00000233734	CHR_HSCHR6_MHC_MCF_CTG1	31193274	31218582	+	25309	0
ENSG00000237165	CHR_HSCHR6_MHC_MCF_CTG1	31193614	31198966	-	5353	0
ENSG00000227246	CHR_HSCHR6_MHC_MCF_CTG1	31216078	31217894	-	1817	0
ENSG00000233504	CHR_HSCHR6_MHC_MCF_CTG1	31219263	31219449	+	187	0
ENSG00000224180	CHR_HSCHR6_MHC_MCF_CTG1	31220974	31236769	-	15796	0
ENSG00000224472	CHR_HSCHR6_MHC_MCF_CTG1	31237108	31242737	+	5630	0
ENSG00000235068	CHR_HSCHR6_MHC_MCF_CTG1	31242859	31249234	-	6376	0
ENSG00000258002	CHR_HSCHR6_MHC_MCF_CTG1	31249103	31251125	+	2023	0
ENSG00000230983	CHR_HSCHR6_MHC_MCF_CTG1	31252275	31256445	-	4171	0
ENSG00000223577	CHR_HSCHR6_MHC_MCF_CTG1	31276325	31282581	+	6257	0
ENSG00000226408	CHR_HSCHR6_MHC_MCF_CTG1	31278735	31280532	-	1798	0
ENSG00000225691	CHR_HSCHR6_MHC_MCF_CTG1	31345885	31349256	-	3372	0
ENSG00000226050	CHR_HSCHR6_MHC_MCF_CTG1	31352684	31355856	+	3173	0
ENSG00000227656	CHR_HSCHR6_MHC_MCF_CTG1	31357419	31358618	+	1200	0
ENSG00000231309	CHR_HSCHR6_MHC_MCF_CTG1	31364601	31366055	-	1455	0
ENSG00000228713	CHR_HSCHR6_MHC_MCF_CTG1	31384925	31385659	-	735	0
ENSG00000232126	CHR_HSCHR6_MHC_MCF_CTG1	31430251	31433637	-	3387	0
ENSG00000278559	CHR_HSCHR6_MHC_MCF_CTG1	31431615	31431706	-	92	0
ENSG00000227429	CHR_HSCHR6_MHC_MCF_CTG1	31540726	31542189	+	1464	0
ENSG00000263679	CHR_HSCHR6_MHC_MCF_CTG1	31573052	31573153	-	102	0
ENSG00000238289	CHR_HSCHR6_MHC_MCF_CTG1	31574447	31587478	+	13032	0
ENSG00000229706	CHR_HSCHR6_MHC_MCF_CTG1	31595839	31596650	-	812	0
ENSG00000236547	CHR_HSCHR6_MHC_MCF_CTG1	31604464	31605043	+	580	0
ENSG00000228662	CHR_HSCHR6_MHC_MCF_CTG1	31605067	31606582	+	1516	0
ENSG00000229496	CHR_HSCHR6_MHC_MCF_CTG1	31606569	31622924	-	16356	0
ENSG00000277471	CHR_HSCHR6_MHC_MCF_CTG1	31609106	31609218	-	113	0
ENSG00000263625	CHR_HSCHR6_MHC_MCF_CTG1	31612723	31612798	-	76	0
ENSG00000266755	CHR_HSCHR6_MHC_MCF_CTG1	31617447	31617524	-	78	0
ENSG00000234082	CHR_HSCHR6_MHC_MCF_CTG1	31618650	31619484	+	835	0
ENSG00000230900	CHR_HSCHR6_MHC_MCF_CTG1	31620808	31623190	-	2383	0
ENSG00000235125	CHR_HSCHR6_MHC_MCF_CTG1	31623212	31635161	+	11950	0
ENSG00000226275	CHR_HSCHR6_MHC_MCF_CTG1	31648357	31650629	+	2273	0
ENSG00000223952	CHR_HSCHR6_MHC_MCF_CTG1	31651872	31654641	+	2770	0
ENSG00000236237	CHR_HSCHR6_MHC_MCF_CTG1	31656860	31658827	-	1968	0
ENSG00000234514	CHR_HSCHR6_MHC_MCF_CTG1	31662426	31665209	+	2784	0
ENSG00000225211	CHR_HSCHR6_MHC_MCF_CTG1	31665195	31669285	-	4091	0
ENSG00000235985	CHR_HSCHR6_MHC_MCF_CTG1	31691477	31693314	+	1838	0
ENSG00000225748	CHR_HSCHR6_MHC_MCF_CTG1	31697009	31714058	+	17050	0
ENSG00000265754	CHR_HSCHR6_MHC_MCF_CTG1	31699371	31699502	+	132	0
ENSG00000276606	CHR_HSCHR6_MHC_MCF_CTG1	31710074	31710145	+	72	0
ENSG00000234651	CHR_HSCHR6_MHC_MCF_CTG1	31715314	31728984	-	13671	0
ENSG00000226215	CHR_HSCHR6_MHC_MCF_CTG1	31728695	31734489	+	5795	0
ENSG00000226531	CHR_HSCHR6_MHC_MCF_CTG1	31734577	31737051	-	2475	0
ENSG00000225390	CHR_HSCHR6_MHC_MCF_CTG1	31734608	31737000	+	2393	0
ENSG00000232312	CHR_HSCHR6_MHC_MCF_CTG1	31737508	31742562	-	5055	0
ENSG00000265738	CHR_HSCHR6_MHC_MCF_CTG1	31739567	31739680	+	114	0
ENSG00000224398	CHR_HSCHR6_MHC_MCF_CTG1	31741515	31749825	+	8311	0
ENSG00000241132	CHR_HSCHR6_MHC_MCF_CTG1	31745397	31749825	+	4429	0
ENSG00000237495	CHR_HSCHR6_MHC_MCF_CTG1	31752963	31760319	-	7357	0
ENSG00000236063	CHR_HSCHR6_MHC_MCF_CTG1	31763228	31779696	-	16469	0
ENSG00000264873	CHR_HSCHR6_MHC_MCF_CTG1	31777309	31777371	-	63	0
ENSG00000240957	CHR_HSCHR6_MHC_MCF_CTG1	31783165	31786875	+	3711	0
ENSG00000236902	CHR_HSCHR6_MHC_MCF_CTG1	31783184	31794200	+	11017	0
ENSG00000235769	CHR_HSCHR6_MHC_MCF_CTG1	31788620	31790096	-	1477	0
ENSG00000237459	CHR_HSCHR6_MHC_MCF_CTG1	31794876	31802992	+	8117	0
ENSG00000228250	CHR_HSCHR6_MHC_MCF_CTG1	31794930	31798127	-	3198	0
ENSG00000225635	CHR_HSCHR6_MHC_MCF_CTG1	31803320	31806899	-	3580	0
ENSG00000226417	CHR_HSCHR6_MHC_MCF_CTG1	31806863	31816046	-	9184	0
ENSG00000227314	CHR_HSCHR6_MHC_MCF_CTG1	31816274	31839440	+	23167	0
ENSG00000266442	CHR_HSCHR6_MHC_MCF_CTG1	31816303	31841147	+	24845	0
ENSG00000264951	CHR_HSCHR6_MHC_MCF_CTG1	31833247	31833349	-	103	0
ENSG00000234951	CHR_HSCHR6_MHC_MCF_CTG1	31839095	31841147	+	2053	0
ENSG00000235765	CHR_HSCHR6_MHC_MCF_CTG1	31840606	31841884	-	1279	0
ENSG00000223757	CHR_HSCHR6_MHC_MCF_CTG1	31841886	31853590	-	11705	0
ENSG00000224264	CHR_HSCHR6_MHC_MCF_CTG1	31853814	31872249	-	18436	0
ENSG00000264887	CHR_HSCHR6_MHC_MCF_CTG1	31855113	31855201	-	89	0
ENSG00000225998	CHR_HSCHR6_MHC_MCF_CTG1	31873692	31883281	-	9590	0
ENSG00000227129	CHR_HSCHR6_MHC_MCF_CTG1	31934136	31939383	-	5248	0
ENSG00000229077	CHR_HSCHR6_MHC_MCF_CTG1	31939669	31955518	-	15850	0
ENSG00000238134	CHR_HSCHR6_MHC_MCF_CTG1	31956231	31974166	-	17936	0
ENSG00000233649	CHR_HSCHR6_MHC_MCF_CTG1	31960233	31960526	+	294	0
ENSG00000226560	CHR_HSCHR6_MHC_MCF_CTG1	31974264	32022117	+	47854	0
ENSG00000234196	CHR_HSCHR6_MHC_MCF_CTG1	31976089	31978474	-	2386	0
ENSG00000223661	CHR_HSCHR6_MHC_MCF_CTG1	32010892	32018166	-	7275	0
ENSG00000243570	CHR_HSCHR6_MHC_MCF_CTG1	32022093	32028527	+	6435	0
ENSG00000229363	CHR_HSCHR6_MHC_MCF_CTG1	32028530	32035535	-	7006	0
ENSG00000266612	CHR_HSCHR6_MHC_MCF_CTG1	32033282	32033383	-	102	0
ENSG00000232616	CHR_HSCHR6_MHC_MCF_CTG1	32035523	32046194	+	10672	0
ENSG00000224313	CHR_HSCHR6_MHC_MCF_CTG1	32046253	32048735	-	2483	0
ENSG00000226033	CHR_HSCHR6_MHC_MCF_CTG1	32047618	32057890	+	10273	0
ENSG00000224639	CHR_HSCHR6_MHC_MCF_CTG1	32058468	32058494	+	27	0
ENSG00000229856	CHR_HSCHR6_MHC_MCF_CTG1	32084376	32084894	+	519	0
ENSG00000224140	CHR_HSCHR6_MHC_MCF_CTG1	32085057	32088915	-	3859	0
ENSG00000230354	CHR_HSCHR6_MHC_MCF_CTG1	32089713	32090230	+	518	0
ENSG00000227746	CHR_HSCHR6_MHC_MCF_CTG1	32091205	32111862	+	20658	0
ENSG00000225540	CHR_HSCHR6_MHC_MCF_CTG1	32109173	32112702	-	3530	0
ENSG00000235134	CHR_HSCHR6_MHC_MCF_CTG1	32114742	32118110	+	3369	0
ENSG00000206258	CHR_HSCHR6_MHC_MCF_CTG1	32117595	32194037	-	76443	0
ENSG00000266726	CHR_HSCHR6_MHC_MCF_CTG1	32154947	32155067	-	121	0
ENSG00000228628	CHR_HSCHR6_MHC_MCF_CTG1	32191691	32204680	-	12990	0
ENSG00000223666	CHR_HSCHR6_MHC_MCF_CTG1	32205134	32206718	-	1585	0
ENSG00000227122	CHR_HSCHR6_MHC_MCF_CTG1	32224781	32230795	-	6015	0
ENSG00000231618	CHR_HSCHR6_MHC_MCF_CTG1	32229863	32248406	+	18544	0
ENSG00000240592	CHR_HSCHR6_MHC_MCF_CTG1	32241011	32244709	+	3699	0
ENSG00000235758	CHR_HSCHR6_MHC_MCF_CTG1	32244640	32254524	-	9885	0
ENSG00000277261	CHR_HSCHR6_MHC_MCF_CTG1	32246458	32246544	-	87	0
ENSG00000225452	CHR_HSCHR6_MHC_MCF_CTG1	32254782	32257219	+	2438	0
ENSG00000274989	CHR_HSCHR6_MHC_MCF_CTG1	32256242	32256302	+	61	0
ENSG00000230514	CHR_HSCHR6_MHC_MCF_CTG1	32257394	32260750	-	3357	0
ENSG00000236353	CHR_HSCHR6_MHC_MCF_CTG1	32261167	32266609	-	5443	0
ENSG00000234243	CHR_HSCHR6_MHC_MCF_CTG1	32267189	32271946	-	4758	0
ENSG00000223355	CHR_HSCHR6_MHC_MCF_CTG1	32271266	32300513	-	29248	0
ENSG00000237881	CHR_HSCHR6_MHC_MCF_CTG1	32392894	32448091	-	55198	0
ENSG00000225237	CHR_HSCHR6_MHC_MCF_CTG1	32401725	32402684	+	960	0
ENSG00000264557	CHR_HSCHR6_MHC_MCF_CTG1	32429038	32429144	+	107	0
ENSG00000230602	CHR_HSCHR6_MHC_MCF_CTG1	32466666	32469843	+	3178	0
ENSG00000225845	CHR_HSCHR6_MHC_MCF_CTG1	32470120	32483292	-	13173	0
ENSG00000230726	CHR_HSCHR6_MHC_MCF_CTG1	32515215	32520425	+	5211	0
ENSG00000228260	CHR_HSCHR6_MHC_MCF_CTG1	32535112	32548767	-	13656	0
ENSG00000232441	CHR_HSCHR6_MHC_MCF_CTG1	32561005	32561100	-	96	0
ENSG00000264893	CHR_HSCHR6_MHC_MCF_CTG1	32586571	32586718	-	148	0
ENSG00000235074	CHR_HSCHR6_MHC_MCF_CTG1	32591998	32592093	-	96	0
ENSG00000263971	CHR_HSCHR6_MHC_MCF_CTG1	32608365	32608516	-	152	0
ENSG00000231021	CHR_HSCHR6_MHC_MCF_CTG1	32611143	32697532	-	86390	0
ENSG00000228284	CHR_HSCHR6_MHC_MCF_CTG1	32663658	32780177	+	116520	0
ENSG00000231286	CHR_HSCHR6_MHC_MCF_CTG1	32690241	32699289	-	9049	0
ENSG00000232351	CHR_HSCHR6_MHC_MCF_CTG1	32690654	32691504	+	851	0
ENSG00000242044	CHR_HSCHR6_MHC_MCF_CTG1	32690660	32693255	-	2596	0
ENSG00000228025	CHR_HSCHR6_MHC_MCF_CTG1	32739769	32740601	-	833	0
ENSG00000226550	CHR_HSCHR6_MHC_MCF_CTG1	32751146	32751980	+	835	0
ENSG00000234510	CHR_HSCHR6_MHC_MCF_CTG1	32764544	32765480	-	937	0
ENSG00000206301	CHR_HSCHR6_MHC_MCF_CTG1	32775123	32780991	+	5869	0
ENSG00000266851	CHR_HSCHR6_MHC_MCF_CTG1	32783688	32783755	-	68	0
ENSG00000228254	CHR_HSCHR6_MHC_MCF_CTG1	32789880	32797319	-	7440	0
ENSG00000241910	CHR_HSCHR6_MHC_MCF_CTG1	32846263	32850548	-	4286	0
ENSG00000237599	CHR_HSCHR6_MHC_MCF_CTG1	32855328	32872254	-	16927	0
ENSG00000226201	CHR_HSCHR6_MHC_MCF_CTG1	32874193	32878179	-	3987	0
ENSG00000234365	CHR_HSCHR6_MHC_MCF_CTG1	32877562	32879971	+	2410	0
ENSG00000240508	CHR_HSCHR6_MHC_MCF_CTG1	32877612	32913027	+	35416	0
ENSG00000230705	CHR_HSCHR6_MHC_MCF_CTG1	32878685	32887454	-	8770	0
ENSG00000233498	CHR_HSCHR6_MHC_MCF_CTG1	32912612	32913288	-	677	0
ENSG00000226691	CHR_HSCHR6_MHC_MCF_CTG1	32929849	32929923	+	75	0
ENSG00000242386	CHR_HSCHR6_MHC_MCF_CTG1	32968079	32986577	-	18499	0
ENSG00000264789	CHR_HSCHR6_MHC_MCF_CTG1	32970366	32970460	-	95	0
ENSG00000239463	CHR_HSCHR6_MHC_MCF_CTG1	32982065	33004180	-	22116	0
ENSG00000236227	CHR_HSCHR6_MHC_MCF_CTG1	33002124	33012662	+	10539	0
ENSG00000237348	CHR_HSCHR6_MHC_MCF_CTG1	33003767	33004281	+	515	0
ENSG00000230141	CHR_HSCHR6_MHC_MCF_CTG1	33037640	33043074	-	5435	0
ENSG00000168384	CHR_HSCHR6_MHC_MCF_CTG1	33098041	33114235	-	16195	0
